video_id,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4,action,lemma,lemma_id
3290674826,678,320,240,how did the lady make sure that the smell does not affect her health as she paints,0,1,CH,wear mask,wear thick clothes,cap,thick clothes,towel,wear,wear,5
6323697951,1390,640,360,why does the person grab the dog s nose in between,4,2,CW,wants to run away,wants to clean dog s nose,happy and excited,carry the dog by nose,tease the dog,grab,grab,86
3878228533,2000,640,480,why is the guitarist moving his lets left and right while the singer is singing,2,1,CW,play the correct notes,listen to the guy playing ukulele,swaying to music,strumming the guitar,strum guitar,moving,move,161
3067691306,1478,640,480,why did the boy nod his head in the middle of the video,4,7,CW,restless,to cover the cup,encourage baby to play with boy,pick up the bicycle,acknowledging lady,nod,nod,111
8106418518,2160,640,360,what does the woman in red do after looking away for a while in the middle,3,6,TN,moves her bag away,pass to other people,put hands together,look back at the lady,said something,looking,look,28
6134155761,812,640,480,why is the man in white shirt looking at his hand in the middle of the video,4,4,CW,taking photos,gesturing in his speech,introduce the robot,poor eyesight,look at the soil on hand,looking,look,28
2635466665,1803,320,240,why did the brown cat smell and sniff things on the table top,4,5,CW,playing with it,ambush the black cat,eat food from baby hand,to prevent it from snatching,it was hungry,sniff,sniff,77
4810437958,608,640,1138,what does the lady do after putting the first glass down,4,8,TN,hold the girl s hand,run,move to her left,carry the girl,pick up another glass,putting,put,160
6544856319,1029,640,1138,what did the baby do after putting the bottle aside,3,4,TN,look up smile and move hand,move the other side,hold and put biscuits in mouth,pick up the tray,hold cloth up,putting,put,160
6794889528,1913,480,720,why does the kid laughs aloud near the end,4,5,CW,he likes the food,man is making baby laugh,likes the book,enjoy the food,happy,laughs,laugh,121
3023021780,664,500,375,what happens to the screen after the boy in the middle putting down his hand,3,10,TN,count his toys,look at the girl s phone,tap his mouth also,some buttons popped up,dancing,putting,put,160
5325583358,2697,640,360,why does the man hold on the bull using one hand,2,2,CW,other hand feed baby with milk,other hand drinking water,other hand holding cap,other hand counting something,other hand washing his items,hold,hold,4
9345245716,486,640,360,why is the lady jumping beside the lighted up wall,2,2,CW,greetings,take picture,playing with light effect,jump excitedly,to slide down,jumping,jump,153
9337790459,811,640,360,what did the boy do after he fell into the pool,2,11,TN,put his fingers in his mouth,crawl,sits up,swim away,pick ball up,fell,fell,127
5334449560,834,640,480,why did the baby touch the toy on the floor,4,1,CW,wants to throw it,use to attract dog,continue lighting it up,to sit on it,wants to play,touch,touch,154
4753059948,300,640,480,how did the girl in blue ride the carousel,0,4,CH,hold on to the pole,shakes forward,dancing position,unhook herself from safety belt,squeeze balls between her legs,hold,hold,4
13144870414,4084,640,480,how did the man make sure that the baby is within his sight when moving around the house,1,8,CH,push the baby walker,watch her crawl,put hand behind,not very stable,hands ready to catch the boy,watch,watch,28
2454809212,1309,320,240,what does the man with the flower badge do before putting it on the groom at the start,3,0,TP,smiling,standing facing the pastor,sway his body,look at flower badge,looked at camera,putting,put,160
4424452250,1355,640,480,why is the man in pink dressed in formal wear,0,0,CW,give presentation,funeral,wedding,part of outfit,counting candles,dressed,dress,125
8062483459,435,640,480,how did the man in blue cut the stick on the man in red s hand,4,0,CH,step forward,raise his hands,hand gesture,pull his legs,swing whip,swing,swing,136
8627945015,1905,640,360,what did the man in green do after the girl walked away from him,0,1,TN,jump up,watch girl swinging,adjust the paper,stir fry,walk away from slide,walked,walk,159
5351925965,1149,406,720,what does the lady do after standing up in the middle,0,5,TN,raise her hand,talk to girl,dance,skiing,swings the baby,standing,stand,158
8577018498,2697,640,360,what does the girl do after covering her head with cloth in the middle,3,7,TN,uncover eyes,take out clips from her hair,feed baby medicine,stay still for a while,move her left arm,covering,cover,123
4847938096,1095,640,360,how did the people go up the slope,3,7,CH,cycling,using the sled,bicycle,by running up,push the stick backwards,running,run,155
6631583821,690,640,360,why did the boy grey turn around and bend down whenever before throwing the ball,2,0,CW,stretching,adjust shoelace,stunt to throw from behind,back hurts,looking for dog,turn,turn,157
9353836291,946,640,360,why is there a headphone hanging over the boy s neck,0,8,CW,for boy to listen to music,playing computer games,decorate himself,dancing based on the song playing,fashion,hanging,hang,80
12816958473,1816,640,360,what did the small elephant do after the big elephant walked forward at the middle of the video,0,6,TN,follow,stay still,mimic her,guide the baby elephants,lift its head,walked,walk,159
9377811755,1623,512,288,why did the toy train keep slipping away from the baby as it tries to reach the train,0,2,CW,pushed away by baby,engine hot from usage,pulled by lady,connect the two,lost balance,keep,keep,149
4648608582,2285,640,480,why did the cat run at the end of the video,3,9,CW,go near camera,get away from dog,running after the string,to catch the torchlight,ball rolling away,run,run,155
3229982634,885,640,480,why does one of the woman close her eyes initally,4,2,CW,interacting with boy,play with her phone,reading book,looking around,enjoying her face being touched,close,close,106
3055476118,2682,320,240,why does the dog lies down with the toy in his mouth near the end,1,2,CW,both want the same toy,play with it,to play with dog,let person caress,enjoy the feeling,lies,lie,57
5554662027,1668,640,360,what does the man sitting do after the baby walks towards him,3,7,TN,drink from bottle,use his phone,walk towards the stair,carry baby,talk to boy in black,walks,walk,159
6000415598,925,640,360,what did the baby do after the lady removed her hands from the baby with the hammer at the end,2,8,TN,continues crawling,move the toy again and again,adjust his hold on hammer,carry the baby up,rub his head,removed,remove,129
8655296645,1425,640,360,why did the woman in jeans bend down at the end of video,3,4,CW,talking to the baby,take some leaves,caress the cat,hold baby up,put something down,bend,bend,156
3999324219,366,480,640,why does the lady pick up the child,1,2,CW,safety,hold the child,talk to baby,baby fell down,to make baby sit on her lap,pick,pick,152
4474456610,2697,640,480,Why did the boy walk back after crawling to the other side of the room,4,8,CW,to take a book,meet his friends,retrieve his toy,get fed from man,to hit the toy stool,walk,walk,159
5607388477,1273,640,480,why does the adult reach out her hand after the girl gets down from the slide,3,7,CW,readjust their position,waiting for baby to slide down,pick up drinks,to help her out,take picture of her,reach,reach,150
8356293248,2697,640,360,how did the lady in blue try to get the baby to eat the biscuit,3,8,CH,use tongs,take bite,look at baby while eating,put it over his mouth,ask for help,put,put,160
11783819835,2897,640,360,why was the boy on the floor smiling,0,7,CW,happy,watch tv,looking at cat,let girl walk through,play the guitar,smiling,smile,144
13862156895,642,640,360,how does the lady in white hold the glass,0,8,CH,hold in front of her,hula hoop,hug the man,up in the air,bald man put it there,hold,hold,4
7186531887,1584,640,384,why is the child staring so intently in front of him,3,7,CW,stare at robot,playing with the lady,playing with the instrument,check out the ipad,mirror,staring,star,94
3640647736,1358,640,480,what does the boy in grey shirt do after releasing the blue ball at the start,4,0,TN,run to the ball,move away from ball,put golf ball on floor,get up,hold it back,releasing,release,62
12158830025,1369,640,360,how does the person in red leave marks on the ice after gliding behind the lady in white,4,3,CH,beanies,turns the handle,bounces up and down,stick tongue out,poles cut ice,cut,cut,87
5088084660,723,640,360,how is the boy interacting with the packet drink in his hands,4,8,CH,touches it,gesture at them,squat down and picked it,lick,drinking it,drinking,drink,113
9238649638,2454,320,240,why is the black rat eating the nuts so quickly from the man s hand,3,0,CW,give nuts to the white rat,reflex,distracted,hungry,eager to start moving,eating,eat,100
11584732354,2430,640,360,what did the woman in red do in the middle of the video after she saw the running dog,1,6,TN,chase after black dog,observe dog,move backwards,chase it,touch girl in black,saw,saw,28
10603116744,744,640,1138,why does the woman hold firmly around the baby s belly throughout the video,1,5,CW,observe baby,prevent him from falling,excited,observe her reactions,supervise,hold,hold,4
3240787472,716,640,480,why does the lady bend over the baby s stomach,4,0,CW,no space,comfortable,play with sand,show affection,to play with baby,bend,bend,156
3391759396,1792,480,320,how did the lady carrying the baby reacted after the baby cried,1,5,CH,give baby candies,pat the baby,with tissue,kiss the baby,pick her up,pat,pat,109
4554929703,836,640,360,why did the shirtless man hold the rock while he move a step down,0,0,CW,stabilise,snow hard to move,dance move,fire show costume,avoid screen,hold,hold,4
12864348785,1246,640,360,why are they looking into the screen as they sing,2,1,CW,play for fun,excited about singing,words ont he screen,passionate,sing to microphone,looking,look,28
4807584591,894,640,480,why are there so many people hanging around in the kitchen,4,0,CW,cooking,play with the dog,clean the dishes,clean the room,eating and talking,hanging,hang,80
2446704882,947,500,375,why did the children dress up in costumes,2,1,CW,entertain baby,its sunny,dancing,similar stype,dangling above her,dress,dress,125
5722183446,1274,640,384,how is the boy in orange continuing to swinging,3,2,CH,push onto chair,child pulling,hold onto table,pushing through legs,pushed by man,pushing,push,151
8040040139,1044,640,360,which dog caught the ball first after the person threw it into a distance,1,1,TN,black dog,white dog,brown dog,yellow dog,pink dog,threw,throw,143
6440423935,339,568,320,why did the boy put the spoon in his mouth,4,7,CW,to hide from cat,thinks it is a lillipop,acting,free hands to wave,eat yogurt,put,put,160
3987701863,2248,640,480,why did the baby reach out to the toy in front of him after the lights on the toy flashed in front of him,3,5,CW,get the baby s attention,like the toy,posing,curious about flashing toy,feel happy,reach,reach,150
6048665840,679,640,360,why does the woman in white stand up near the end,1,8,CW,to look more closely,to take a photo,trying to get camera man attention,holding the bottle,to balance herself,stand,stand,158
5391529619,962,640,480,what do these people do after reaching out their fists in the middle,1,8,TN,take turns to half squat,talk,throw the ball,skiing,dance,reaching,reach,150
5290786898,2693,640,360,what did the man do after pointing at the camera at the end of the video,4,3,TN,touch the camera,heat the red tube in machine,get off skateboard,write on book,touch chin while talking,pointing,point,147
3682464291,2609,640,480,why does the boy in black suck his thumb,1,6,CW,he was thinking hard,habit,itchy,writing on the ground,play with baby,suck,suck,49
7455021774,1890,640,362,why is the baby holding onto the toy when she is resting on the sofa,1,0,CW,bored,playing with it,for comfort and support,protect toy from falling,copy the adult,holding,hold,4
4980609686,1120,640,480,why did the lady talk to the camera and look at the men behind,3,2,CW,stranger passing by,looking her dance,video the process,gesturing to them,ensure safety,look,look,28
6502487733,405,640,1138,how did the baby keep himself comfortable on the floor,3,9,CH,remove socks,rolls around,lying on stomach,sitting down,crawl,sitting,sit,78
4949932486,999,640,480,why is the cat leaning towards the green bowl at the beginning of the video,1,2,CW,sniff the leaves,feeding,paw got wet,clean itself,touching her clothes,leaning,lean,98
4375052499,960,640,360,why did the little girl throw the food after seeing the boys feed the ducklings,2,5,CW,stir mixture,for baby to feed herself,follow,wanted a hug,direct others attention,throw,throw,143
3017678380,420,640,480,why is there a wire attached to the laptop,1,5,CW,working,charging laptop,distracted,nobody using currently,for music score reference,attached,attach,83
6440155903,765,640,360,how does the lady in red make the board move at the beginning,3,7,CH,press the button,man push her from behind,someone pull the rope infront,push herself,wait for the wave,push,push,151
4333274230,1678,640,480,what does the fluffly cat do after walking pass the white cat in the middle of the video,2,6,TN,lie down beside the box,tap the cushion it was on,moves back into the corner,lick the ears,look down at its body then turn back,walking,walk,159
5903263737,714,640,360,how does the man in red use his hands to gain momentum and speed while sliding down,4,9,CH,hold it and demonstrate,pull himself,swing his hands around,make flapping motion,push himself,push,push,151
4894877618,781,640,480,why are there some shirtless men sitting on the ledge of the pavement,0,2,CW,watch race,to reach the top,falls,play his toy,talking,sitting,sit,78
7487518302,1377,640,480,why are there several adults standing around near the boy,1,3,CW,facilitate the challenge,ensure his safety,looking at pictures,shape hand with man,as it s cold,standing,stand,158
2857624971,780,320,240,why is the man with blue shoe approaching the group of people on the ground of underwater,2,10,CW,create balance for little boy,waiting,coming from above,trying to balance himself,ensure safety,approaching,approach,148
4848160422,843,640,360,why are the people carrying mini bags,1,3,CW,packing up,keep their belongings,hiking together,playing in snow,party hats,carrying,carry,145
6779658148,322,640,360,how is the girl moving on the snow,1,8,CH,rolling,ski,running,on the tractor on the snow,with the sleds,ski,ski,44
6227197543,1058,640,360,what did the lady in blue do after she walked into the room,4,2,TN,move her hands away,step backwards,talk to the other 2 people,sit down,put her hand up,walked,walk,159
3096078017,1281,640,480,how did the child press the keys on the keyboard,2,8,CH,using stick,press the keys,pat with his hands,read from book,shifting hand power,pat,pat,109
11162473963,1104,640,360,what did the girl do after the man threw more leaves on her,0,9,TN,keeps fidgeting,stopped the bicycle,grab onto blanket,kick leaves over her,walk on another direction,threw,throw,143
3133586911,733,640,480,what is the rection of the baby after the man kisses him,1,1,TN,looked at camera,smiling,push away,tap his mouth also,look at the camera,kisses,kiss,122
10084987766,375,640,360,how is the baby moving forward,3,4,CH,ride quickly,baby stroller,held against the lady,crawling,jumping,crawling,crawl,112
8655296645,1425,640,360,how did the baby react after the woman pat him from the back,0,2,TN,turn around,move hands into water,rubs her mouth,stopped moving,carry the baby up,pat,pat,109
5219718493,706,640,360,why are the girls holding a pole attached to statue,4,0,CW,closest to the animal,make baby happy,can not stand properly without falling,listen to man,trying to lift themselves up,holding,hold,4
7445617208,2697,640,360,what does the singer do after holding the microphone for a while at the start,0,5,TN,move her body,put mic on stand,does head bang,starts playing the guitar,stand on the stool,holding,hold,4
2974908351,1500,640,480,why is the man squinting his eyes,4,5,CW,look at something far away,prevent water from getting into eyes,cannot see clearly,following a new trend,sun too bright,squinting,squint,70
10041199716,1945,640,360,why did the boy lean over to the girl when the girl ate her pudding,2,4,CW,to feed baby,not willing to share,wants to eat,prevent spilling,to guide his hand,lean,lean,98
7208673004,2490,640,480,what does the blonde lady do after pointing at her palm at the end,3,3,TN,look down at baby,turns around,sit down and play,shake her head,jump around,pointing,point,147
2858674367,1199,500,375,what does the baby do after walking for a while to the middle of the field,4,6,TN,try to crawl forward,moves forward,suck his thumb,turns his wheel,falls down,walking,walk,159
8117720224,487,480,640,why is there a tissue placed below the glass,3,1,CW,dry the drink,acting as an coaster,safety,catch spills,for boy to clean mouth,placed,place,133
6036337185,573,640,360,why is the man in green holding a book and looking down at it,2,0,CW,performing for an event,check a picture on it,read to the audience,waiting for their turn,read from it silently,holding,hold,4
9583453634,1145,640,360,how is the mouth of the crocodile kept closed,0,8,CH,man holding it closed,change direction when near another,with rope,ride horse,covered with a rope,holding,hold,4
5356715844,2400,640,480,why did the man look over to his right while standing on the podium,0,5,CW,lady came out,giving a speech,heard a sound,shape hand with man,to look at the wall,look,look,28
4400983709,1170,640,480,why do the hamsters run away inside the box after grabbing food,1,0,CW,feel type of food it is,snatch green food,check it out,ride again,does not want to go inside,run,run,155
3220356308,757,640,480,why did the baby girl in pink jumped when looking at the boy in brown play,1,2,CW,play,excited,let the baby play,wanted to play too,baby is excited and playing,jumped,jump,153
10364623445,714,640,360,what does the girl do after the boy pushes her away at the beginning,0,7,TN,sit on sofa,hug her,the girl slide down,hug woman s leg,stopped the bicycle,pushes,push,151
10945593344,2466,640,1138,why is the man in grey standing on the ground below,1,8,CW,play his toy,help spot the lady,to control the screens,stylish,courtesy,standing,stand,158
4375052499,960,640,360,how did the children feed the animals,3,10,CH,pick up with hands,by the girls hand,put their head through the holes,throw the food down,lick the baby,throw,throw,143
5612103926,2253,480,640,why does the boy in light green walks to other side and comes back near the boy in dark green,0,2,CW,went to take something,for photo,not getting hurt by the wood,want to carry the boy,wait for his turn to perform,walks,walk,159
3182862956,1259,640,424,why does the woman in green stand nearby the group of men playing near the end,1,6,CW,playing notes,interested,sunny outside,distract children,explaining to the people,playing,play,141
7436739102,864,640,480,why did the woman in black walk to the back after talking to the girl wearing purple,0,3,CW,take a gift,encouragement,finished her blessing,check if girl is alright,take gift from woman,talking,talk,126
5695083572,830,640,480,why is the child riding the bicycle,3,0,CW,travelling on road,escaping,chasing dog,for fun,to look for lady,riding,rid,79
3477001385,2098,640,480,why did the baby in red stretch his hands out when he is walking,3,1,CW,show camera his tongue,help them float,wants the baby to play,balance himself,want to eat it,stretch,stretch,92
2589503743,1124,640,480,why does the tall guy hit the girl with bun s right thigh 3 times,2,4,CW,stop his bike,let the younger ones play,dance routine,kick the ball,body gesture while throwing,hit,hit,142
2936124994,1180,320,240,what did the girl do after walking around for the sixth time,4,5,TN,move to her left,take the food,get off stage,sit down and play,point to blanker,walking,walk,159
4983786005,2697,352,288,what did the boy do after he stood up from his fall,4,7,TN,happy,jump,jump into water,hold railing of bed,lift bicycle up,stood,stand,158
4836312838,2479,640,360,why was the lady moving her mouth as she placed the phone on the side of her face,3,1,CW,she is talking to someone,to take video,projector lighting,speaking on phone,chewing,moving,move,161
4164993093,1033,360,480,why was the boy holding a lid in the middle of the video,4,7,CW,encourage baby to play with boy,tired,holding a hen,seeing which rock to put leg,to cover the cup,holding,hold,4
2429355433,1635,320,240,what does the girl do after turning around at the end of the video,1,5,TN,point her front,walk away,turned behind,touch the child s head,turns around,turning,turn,157
3100579675,906,640,480,why do the performers look at each other when they perform,2,1,CW,moving to the rhythm,talk to each other,synchronise,shows the notes,standing in position,look,look,28
3187640555,796,640,480,what does the man in spectacles do after talking for a while at the start,4,4,TN,turns toward desktop,adjust paper,pass phone back to woman,engaged,turn and make hand gestures,talking,talk,126
4867754798,646,640,360,why did the girl keep looking at the baby while she tried to move upwards,3,3,CW,playing with him,see his reaction,enjoying something,cautious keep baby from falling,soothe baby,keep,keep,149
3641992728,657,640,480,why did the lady look at the baby and sing,0,0,CW,get the baby s attention,encourage her,sunshine,engrossed in performance,dancing,look,look,28
3481209187,432,640,424,why did the lady in beige and man in black raised their hands during the competition,0,12,CW,stay clear of the hula hoop,guide her to exit,dressing them,to learn a new skill,take turns,raised,raise,137
8627945015,1905,640,360,why does the woman in spectacles hold up her phone in front of the man in costume,3,4,CW,ask man to touch,answer a call,type messages,take photo,pretend to call the man,hold,hold,4
6852782860,354,640,360,what did the lady in brown do after she bend down in the middle of the video,1,9,TN,direct baby away,look at ground,go to the adult,adjust her tricycle,tilt head forward,bend,bend,156
9215666935,884,640,360,what did the lady do after she let go of the baby,2,5,TN,put hand in mouth,flip onto back,touch the ball,excited,stopped moving,let,let,128
9177467036,648,640,360,why did the man shoot continuously at the end,4,7,CW,excited,do stunt together,for balance while skating,filming the boy,shooting the balloons in the line,shoot,shoot,42
2999618373,704,320,240,why did the baby bend down to touch the shoes after walking in it for some steps,4,6,CW,check where to put,to take it out,support himself,toy got stuck,curious,bend,bend,156
5211277413,643,640,426,why are the women seated around a table at the start,1,4,CW,watch video game,talking and relaxing,dinner,play music instruments,shake her butt against lady sitting,seated,seat,78
6878273952,905,640,480,why was the boy leaning to his right in the middle of the video,1,6,CW,point towards the camera,trying to reach for something,he is bored,to get down on slide,gesturing,leaning,lean,98
6175457658,600,640,360,why does the man in white bend his knees,4,0,CW,taking video,painting,look at his guitar,maintaining half-squat position,jump,bend,bend,156
5455648195,1567,640,480,how did the baby interact with the telephone,0,3,CH,touched it,pushing it,point it to the lady,hit it with 2 legs,brought it to the baby seat,touched,touch,154
7420570576,469,640,480,why does the man wearing purple walk up to the woman tying the bottle,2,3,CW,show excitement,drinking,give lady assistance,lead singer,talking,wearing,wear,5
2442932012,2697,500,375,how does the panda interact with the orange ball,1,4,CH,wave hands,play with orange ball,bushes and drain,smell,push each other,play,play,141
6821075458,2250,640,480,what did the girl do after she touched her own mouth,2,4,TN,walk away,talk to cameraman,touch the baby again,tickle baby,flip onto back,touched,touch,154
3625293868,401,640,480,how did the guy who was skiing downwards balance himself using his legs,0,8,CH,move them to vshape position,use stick,sliding,using the sticks,skiing,move,move,161
3397265196,2158,320,240,why are the men wearing the same clothing on stage,3,0,CW,uniform costume,giving call,giving speech,same team,hiking outfit,wearing,wear,5
6183695214,676,320,240,why is the man in yellow moving his arms in the beginning of the video,2,7,CW,to loosen his fingers,stretch,guide the vehicle,get food,part of stunt,moving,move,161
5356516473,2022,640,480,what does the man in grey do after the girl walks back at the end,4,13,TN,talking on phone,sit at table,walk to man,flip the book,gesture her to santa claus,walks,walk,159
11688108404,431,640,1138,why did the boy run quickly up from the waters to up to the sandy waters,1,4,CW,stunts,get some toy,boy going faster,wave hit him,take surfboard from the man,run,run,155
3828863805,1249,640,480,why is the man walking cautiously,0,1,CW,prevent falling off,other man gesture with stick,dancing with the baby,snow hard to move,curious,walking,walk,159
2435128613,1237,500,375,why did the bears play in the water in such a hot day,4,1,CW,to splash water at them,prevent drowning,scared,avoid getting wet,cool down,play,play,141
3151486948,373,640,480,what did the man do after he looked at the baby,3,9,TN,lean forward,drink from bottle,push swing,move his head,drag trolley,looked,look,28
5633850992,867,640,480,why are there so many wax figures placed around,3,3,CW,the person is playing with toys,gathering for food,many electrical appliances to connect,wax museum,swimming pool,placed,place,133
3080070070,2697,500,375,why does the cat walks cautiously for the whole run,1,3,CW,prevent from falling,cat is scared,show affection,just woke up,woman plays fetch with it,walks,walk,159
7383417060,756,640,362,why did the man wear sunglasses,2,1,CW,poor eyesight,acting cool,sunny,talk to him,for shade,wear,wear,5
4423747522,1416,640,424,how did the lady show affection to the boy,3,0,CH,kiss the baby s head,rub the baby s head,holding baby in her arm,caressing for him,hug boy from behind,caressing,caress,107
3110922783,1566,640,480,what did one of the lions do after lying motionless for a whole in the middle of the video,1,1,TN,sniff the ground,flipped,stand up,look at the santa claus,singing away from the microphone,lying,lie,57
10945593344,2466,640,1138,what does the person in black climbing do after putting her hands behind on the orange pouch,2,10,TN,look around,flipped the shoe over,climbing,walk forward again,take the items away,putting,put,160
5799558478,1800,640,480,how does the lady holding the baby show her agreement when listening to the lady in pink speaking,1,0,CH,shake the toy,nod her head,pat head,kiss the baby s head,shake hands,nod,nod,111
3321248752,1035,640,480,why are there toys hanging above the baby on the baby swing,3,1,CW,pull toy telephone closer,push the baby,riding the toy horse,for baby to play,scared of falling,hanging,hang,80
5392281760,1948,320,240,what does the man do after drinking from the cup,2,5,TN,smiles,change colour of the bottle,feeds the cat,flip camera,talk with the woman in black,drinking,drink,113
7748781694,2697,640,1138,what did the baby do after he threw the bottle onto the floor,4,2,TN,fidget,put his fingers in his mouth,sit on woman s lap,sit in the middle,bend down to pick it,threw,throw,143
6439508131,855,640,360,what did the girl in green look after touching her face,4,5,TN,enjoying the view,put hand into mouth,look at girl in red,sewing,look at the paper,touching,touch,154
3413667541,828,640,480,why is the lady walking behind the pig near the beiginning,4,1,CW,take a closer look,release crab into sea,she wanted to play,surpport girl riding,wanted to caress the pig,walking,walk,159
4916201843,1576,640,480,why does the baby grab at the buckle after the lady wipes his body,4,3,CW,prevent getting wet,stop the baby,face the camera and sit down,ensure child s safety,hold on to it,wipes,wipe,104
7315823866,943,640,360,why is the boy in blue kicking the ball initally,0,1,CW,pass the ball,to throw it,play with dog,showing excitement,to hit ball with good pressure,kicking,kick,132
2606751466,1435,320,240,what happened to the man in the checkered shirt after the man in black punched him,0,9,TN,bleed,tell the lady in red where to write,lean forward,goes away,stand up,punched,punch,26
2960489546,2222,640,480,why did the girl in red put her face in front of the baby near the end of the video,3,3,CW,communicate,cut his hair,she asked for it,catch baby s attention,playing,put,put,160
5612103926,2253,480,640,how does the child in light green get onto the bed at the end,3,9,CH,lady pick the baby up,jump,pull a rope,climb,the man lower the bed,climb,climb,131
9170253388,451,640,640,what did the man with black cap do after he reached the side of the rock,1,1,TN,walk towards the ladies,move away from rock,hands on thighs,release his hold,touch the ground,reached,reach,150
3501538867,1293,640,480,why does the boy keep his left hand up,2,2,CW,greater accuracy,play with camera,to balance the toy,touch the cat,playing game,keep,keep,149
9175190419,1767,640,360,why did nt the girl pick up the other red scoop but stick with the same one before filling the bucket again,4,2,CW,playing,encourage baby,to start over again,washing the container thoroughly,she likes the small one,pick,pick,152
2439266317,1313,320,240,what does the girl in pink do after running towards the tv at the end,2,9,TN,look at the baby,go behind sofa,look at camera,sits down,basketball hoop,running,run,155
2819625102,1069,500,375,how does the man in orange generate wind,4,3,CH,sunglasses and cap,video,jump around,claps,move the fan,move,move,161
4196992672,1290,480,640,what does the kid do after playing the guitar for a while in the middle,3,4,TN,lean backwards,excited,move her body,look around,daydream,playing,play,141
5356919058,2697,640,426,why did the little girl play with the baby doll and walk around the room with funny moves,2,2,CW,she was imitating someone,support baby from falling down,playing around,talking to the doll,calling for help,play,play,141
6014659035,2697,640,480,what does the lady in white do after laughing at the start,3,1,TN,close window,handstand,walk to the dog,continue talking,tap the toy a few times,laughing,laugh,121
5612103926,2253,480,640,why are the kids holding hands and walking inside the room in the beginning,4,1,CW,hug the woman,make sure baby does not fall,play with dog,ask the dog to follow,playing with each other,holding,hold,4
2735603242,436,320,240,why did the boy with brown hair put the fork down,3,8,CW,shy,to get the food,ensure all flour is poured,change to spoon,take food to table,put,put,160
8378416042,668,272,480,why did the girl in purple spin around when the lady in pink spun around,1,0,CW,she is scared,dance together,prevent loss,keep balance,check how dress looks on baby,spun,spin,97
2612381776,766,640,480,why did a person hold up her phone at the start,1,4,CW,getting too excited,record performance,to hear the people in the monitor,filming the event,see the video,hold,hold,4
5211277413,643,640,426,what did the man in checkered red shirt do after the man in red shirt put down a piece at the end,3,6,TN,touch his nose,smile,adjust the machines,put pieces on the board,looks behind,put,put,160
3585107631,2697,640,436,what did the baby do of the white object after picking it up after the middle of the video,0,8,TN,throws it,close his right eye,on the chin,poke dough,push box to where he started,picking,pick,152
2593165277,2270,320,240,why did the baby look left and right before the dog approaches it,3,0,CW,interested,it is electronic,looking in the camera,looking for dog,to sit on it,look,look,28
2945751196,904,640,480,what did the man in grey short do after he stepped up the ledge in the middle of the video,1,3,TN,walked away to the sides,flex,stand up and point,enter the room,picks them up,stepped,step,103
7173367242,1258,640,480,how did man express affection for baby,2,12,CH,carry him,lean the baby on his body,touch baby s hand and smile,caress baby s head,talk to the camerman,smile,smile,144
5898462711,1095,640,480,how does the boy in the pool show the boy in red that he wants the hose,0,8,CH,picks it up,hand signals,walks close to him,jump in,backwards,picks,pick,152
7999433239,2451,480,800,how does the baby react after the woman plays with the toy,4,8,TN,put face close to the woman,sitting by the side of the room,tickle boy,smile and continue kissing,cries,plays,play,141
12080008545,1482,640,360,why is the boy in white swinging his body at the start,1,5,CW,to throw the ball,acting,lose balance,to catch it,to hit ball with power,swinging,swing,136
8312059809,471,640,360,why are the people at the sofa looking at the girl,2,4,CW,want to play with her,her birthday,girl unwrapping present,engrossed in watching the dot move,attracted by her dance,looking,look,28
3024175076,655,640,480,how does the boy pick up the dropped wheel in the middle of the video,0,7,CH,bend down,spinning,strolls around,put it on a grey toy,walk,bend,bend,156
3783730077,964,480,360,why did the man in pink tap his feet at times when he plays his guitar on stage,4,4,CW,make music,talk to him,drinking,guitarist,play his guitar with the beat,plays,play,141
4937452721,1213,640,360,what does the lady do after shifting the keyboard on the table at the start,3,0,TN,reach out her arm,carry baby,observe the baby,put baby s hands on it,stand up,shifting,shift,81
6177775284,1516,640,360,how are the children moving on the empty land,1,8,CH,crawling,walking,cycle,skated,roll,walking,walk,159
11484028616,1487,640,360,how did the man in light blue jacket show that he wanted a drink,0,8,CH,point his finger,puts down his phone,bend down,rest on leg,with his hands,point,point,147
6011624858,1744,640,362,why did the dog turn around when the woman is touching it,3,2,CW,performing dog trick,looking at ball,looking for food,curious,grooming,turn,turn,157
9344703427,941,640,360,what does the lady do after removing the tools from the boy s mouth in the middle,3,5,TN,get up and move around,adjusts the baby in grey,put leg on table,wipe on the bib,takes the baby in her arms,removing,remove,129
4805511103,1621,568,320,how did the boy prevent himself from falling when the skateboard toppled,4,9,CH,hold onto pole,holds the tree,put one leg down,running beside it,jump forward,jump,jump,153
4389532577,1682,640,480,why do the women nearest to the screen keep tapping on it,1,5,CW,take photos,check the screen,play with boy,balance,express something,keep,keep,149
3430989282,1916,640,360,why was the man standing at the roadside,2,7,CW,speak to the public,taking pictures,looking at the car,preparing jumping water,oversees the kids,standing,stand,158
8632957124,310,640,1138,why did the girl following the woman and the boy hold a stick,2,3,CW,ensure she do not fall,throw towards boy,toy,hit the boy,skiing,following,follow,71
2411016012,756,640,480,why does the man hold and hug the baby in the middle of the video,3,3,CW,enouragement,tickle baby,to cover the cup,show affection,rocking the baby,hold,hold,4
2564866084,1520,448,336,why is the girl standing on the sofa,2,5,CW,resting comfortably,going to play with toys,watch tv,drink water,having fun,standing,stand,158
